,ligand_name,sequence_id,label
0,107,23143,1
1,107,4,1
2,107,7,1
3,107,19,1
4,107,26,1
5,107,60,1
6,107,61,1
7,105,72,1
8,105,74,1
9,105,79,1
10,38,105,1
11,28,113,1
12,95,116,1
13,3,136,1
14,3,141,1
15,3,149,1
16,3,166,1
17,118,174,1
18,118,183,1
19,118,186,1
20,119,197,1
21,119,199,1
22,119,218,1
23,119,222,1
24,119,223,1
25,119,226,1
26,119,249,1
27,119,257,1
28,119,260,1
29,119,265,1
30,119,292,1
31,119,293,1
32,119,300,1
33,119,310,1
34,119,327,1
35,119,328,1
36,119,337,1
37,119,342,1
38,119,348,1
39,119,354,1
40,119,358,1
41,119,373,1
42,119,377,1
43,119,392,1
44,119,394,1
45,119,399,1
46,119,405,1
47,119,418,1
48,119,422,1
49,119,423,1
50,119,433,1
51,119,435,1
52,119,439,1
53,119,441,1
54,119,455,1
55,119,461,1
56,119,465,1
57,119,473,1
58,119,474,1
59,119,477,1
60,119,478,1
61,119,489,1
62,120,502,1
63,120,516,1
64,121,542,1
65,22,544,1
66,43,562,1
67,43,582,1
68,87,590,1
69,43,599,1
70,43,613,1
71,22,630,1
72,87,632,1
73,124,640,1
74,123,641,1
75,123,649,1
76,22,649,1
77,122,711,1
78,22,714,1
79,43,728,1
80,76,732,1
81,122,750,1
82,76,754,1
83,22,757,1
84,125,762,1
85,123,768,1
86,76,769,1
87,76,787,1
88,87,796,1
89,43,809,1
90,76,848,1
91,125,852,1
92,125,750,1
93,50,884,1
94,64,901,1
95,76,915,1
96,76,920,1
97,123,922,1
98,87,924,1
99,78,929,1
100,123,933,1
101,76,934,1
102,125,937,1
103,87,940,1
104,76,942,1
105,22,944,1
106,123,952,1
107,22,956,1
108,125,961,1
109,43,993,1
110,125,1010,1
111,123,940,1
112,22,1013,1
113,123,1021,1
114,87,1028,1
115,43,1034,1
116,123,1042,1
117,87,1048,1
118,123,1056,1
119,123,1098,1
120,130,1100,1
121,123,1117,1
122,43,1142,1
123,123,1152,1
124,55,1170,1
125,55,1176,1
126,87,1185,1
127,43,1187,1
128,22,1189,1
129,43,1198,1
130,50,649,1
131,87,1225,1
132,123,1230,1
133,125,1260,1
134,87,1274,1
135,123,1277,1
136,15,1283,1
137,126,1285,1
138,43,1293,1
139,43,1295,1
140,55,1296,1
141,43,1303,1
142,55,1314,1
143,123,1315,1
144,43,1325,1
145,84,1343,1
146,55,1354,1
147,43,1373,1
148,43,1380,1
149,22,1386,1
150,43,1391,1
151,87,1303,1
152,123,1426,1
153,43,1438,1
154,69,1448,1
155,43,1452,1
156,87,1230,1
157,122,1475,1
158,123,1482,1
159,69,1505,1
160,22,1506,1
161,123,1508,1
162,87,1518,1
163,125,1522,1
164,129,1528,1
165,123,1542,1
166,87,1573,1
167,129,1575,1
168,87,1584,1
169,123,1598,1
170,22,1601,1
171,129,1604,1
172,129,1634,1
173,125,1637,1
174,55,1645,1
175,87,1648,1
176,43,940,1
177,87,1634,1
178,76,1662,1
179,87,1675,1
180,125,1701,1
181,125,1714,1
182,125,1715,1
183,125,1716,1
184,76,1719,1
185,125,1778,1
186,126,1784,1
187,64,1785,1
188,125,1797,1
189,125,1804,1
190,22,1815,1
191,123,1834,1
192,87,1844,1
193,125,1846,1
194,125,1865,1
195,123,1894,1
196,125,1926,1
197,87,1934,1
198,87,1937,1
199,123,1938,1
200,125,1955,1
201,125,1970,1
202,87,1981,1
203,87,1982,1
204,125,1994,1
205,123,1815,1
206,122,2019,1
207,125,2064,1
208,64,2065,1
209,123,2066,1
210,87,1834,1
211,87,2098,1
212,22,1934,1
213,123,2126,1
214,123,2133,1
215,87,2134,1
216,123,2135,1
217,123,2019,1
218,87,2145,1
219,22,2133,1
220,87,2152,1
221,125,2159,1
222,125,2169,1
223,22,2181,1
224,123,2185,1
225,125,2188,1
226,125,2213,1
227,87,2222,1
228,87,2236,1
229,87,2239,1
230,123,2242,1
231,123,2244,1
232,123,2249,1
233,22,1834,1
234,123,2266,1
235,129,2019,1
236,128,2019,1
237,123,2295,1
238,87,2341,1
239,125,2356,1
240,22,2019,1
241,125,2381,1
242,123,2385,1
243,87,2389,1
244,125,2390,1
245,125,2397,1
246,125,2398,1
247,87,2419,1
248,123,2449,1
249,128,1834,1
250,87,2466,1
251,126,2472,1
252,87,2493,1
253,123,2497,1
254,125,2499,1
255,22,2501,1
256,22,2505,1
257,22,2517,1
258,22,2523,1
259,87,2538,1
260,22,2542,1
261,22,2562,1
262,22,2574,1
263,87,2576,1
264,123,2582,1
265,123,2595,1
266,22,2597,1
267,22,2609,1
268,123,2615,1
269,22,2622,1
270,22,2499,1
271,87,2499,1
272,22,2639,1
273,22,2646,1
274,123,2647,1
275,123,2517,1
276,87,2654,1
277,22,2655,1
278,87,2574,1
279,123,2657,1
280,76,2668,1
281,129,2674,1
282,87,2676,1
283,128,2677,1
284,87,2609,1
285,125,2684,1
286,28,2694,1
287,28,2696,1
288,81,2699,1
289,81,2705,1
290,28,2717,1
291,28,2721,1
292,97,2724,1
293,94,2735,1
294,84,2750,1
295,28,2783,1
296,36,2807,1
297,36,2829,1
298,28,2836,1
299,36,2842,1
300,36,2853,1
301,28,2857,1
302,36,2857,1
303,116,2863,1
304,116,2873,1
305,116,2885,1
306,116,2891,1
307,116,2895,1
308,116,2921,1
309,116,2929,1
310,116,2936,1
311,13,2953,1
312,13,2954,1
313,13,2962,1
314,13,2964,1
315,13,2968,1
316,13,2990,1
317,13,2998,1
318,51,3013,1
319,51,3017,1
320,28,3058,1
321,28,3062,1
322,28,3063,1
323,10,3080,1
324,10,3082,1
325,10,3084,1
326,14,3092,1
327,14,3093,1
328,38,3108,1
329,76,3130,1
330,72,3135,1
331,107,3144,1
332,84,3157,1
333,72,3172,1
334,72,3174,1
335,246,3184,1
336,84,3206,1
337,17,3207,1
338,43,3237,1
339,22,3247,1
340,50,3257,1
341,72,3268,1
342,43,3273,1
343,246,3290,1
344,43,3292,1
345,98,3312,1
346,50,3319,1
347,50,3320,1
348,72,3325,1
349,69,3328,1
350,98,3341,1
351,113,3368,1
352,113,3380,1
353,113,3381,1
354,113,3385,1
355,113,3386,1
356,113,3390,1
357,113,3398,1
358,113,3402,1
359,88,3412,1
360,88,3421,1
361,88,3422,1
362,88,3439,1
363,88,3448,1
364,88,3450,1
365,88,3463,1
366,88,3468,1
367,88,3475,1
368,88,3477,1
369,88,3491,1
370,88,3512,1
371,88,3518,1
372,88,3527,1
373,88,3538,1
374,88,3544,1
375,88,3550,1
376,88,3551,1
377,88,3553,1
378,88,3562,1
379,88,3590,1
380,88,3613,1
381,88,3620,1
382,88,3624,1
383,88,3625,1
384,88,3638,1
385,88,3655,1
386,88,3660,1
387,88,3663,1
388,88,3678,1
389,88,3682,1
390,88,3687,1
391,88,3704,1
392,88,3732,1
393,88,3734,1
394,88,3735,1
395,88,3756,1
396,55,3763,1
397,55,3764,1
398,55,3781,1
399,55,3798,1
400,55,3805,1
401,55,3836,1
402,55,3857,1
403,55,3872,1
404,55,3877,1
405,55,3880,1
406,55,3881,1
407,55,3902,1
408,55,3903,1
409,55,3918,1
410,55,3924,1
411,55,3927,1
412,55,3931,1
413,55,3932,1
414,55,3934,1
415,55,3935,1
416,55,3940,1
417,55,3942,1
418,55,3946,1
419,55,3951,1
420,55,3969,1
421,55,3970,1
422,55,3990,1
423,88,3995,1
424,28,3996,1
425,28,4003,1
426,28,4025,1
427,28,4028,1
428,106,4031,1
429,106,4041,1
430,106,4056,1
431,106,4068,1
432,106,4073,1
433,106,4101,1
434,106,4108,1
435,106,4122,1
436,106,4136,1
437,106,4149,1
438,106,4157,1
439,106,4170,1
440,106,4176,1
441,106,4191,1
442,106,4198,1
443,106,4199,1
444,69,4207,1
445,74,4225,1
446,74,4241,1
447,74,4260,1
448,74,4263,1
449,74,4268,1
450,74,4270,1
451,74,4276,1
452,131,4294,1
453,131,4295,1
454,85,4299,1
455,85,4337,1
456,85,4350,1
457,85,4351,1
458,26,4383,1
459,108,4404,1
460,26,4423,1
461,26,4430,1
462,26,4433,1
463,108,4440,1
464,26,4440,1
465,108,4423,1
466,26,4471,1
467,26,4473,1
468,26,4476,1
469,26,4488,1
470,26,4489,1
471,85,4499,1
472,26,4499,1
473,85,4516,1
474,26,4516,1
475,85,4546,1
476,85,4551,1
477,85,4430,1
478,26,4546,1
479,26,4551,1
480,85,4564,1
481,26,4564,1
482,85,4567,1
483,85,4568,1
484,85,4570,1
485,26,4570,1
486,85,4572,1
487,26,4572,1
488,30,4582,1
489,30,4587,1
490,30,4592,1
491,132,4610,1
492,132,4614,1
493,132,4621,1
494,132,4622,1
495,132,4641,1
496,132,4642,1
497,132,4645,1
498,133,4650,1
499,133,4664,1
500,121,4614,1
501,121,4674,1
502,134,4682,1
503,134,4695,1
504,134,4697,1
505,135,4707,1
506,135,4610,1
507,135,4718,1
508,132,4726,1
509,132,4736,1
510,132,4737,1
511,132,4738,1
512,133,4755,1
513,136,4774,1
514,121,4784,1
515,121,4794,1
516,121,4796,1
517,134,4805,1
518,134,4814,1
519,134,4819,1
520,134,4825,1
521,134,4834,1
522,135,4843,1
523,135,4847,1
524,132,4650,1
525,132,4852,1
526,133,4858,1
527,133,4862,1
528,133,4867,1
529,133,4869,1
530,133,4875,1
531,133,4884,1
532,136,4621,1
533,136,4892,1
534,136,4645,1
535,136,4896,1
536,121,4904,1
537,121,4909,1
538,134,4932,1
539,135,4943,1
540,135,4944,1
541,135,4956,1
542,135,4957,1
543,135,4959,1
544,121,4968,1
545,121,4969,1
546,121,4973,1
547,132,4978,1
548,132,4994,1
549,133,5012,1
550,133,5020,1
551,133,5022,1
552,133,5029,1
553,133,5030,1
554,136,5037,1
555,121,5046,1
556,121,5055,1
557,121,5065,1
558,121,5069,1
559,134,5084,1
560,134,5098,1
561,134,5103,1
562,134,5105,1
563,135,5111,1
564,55,5120,1
565,113,5144,1
566,16,5157,1
567,16,5162,1
568,16,5165,1
569,16,5176,1
570,16,5183,1
571,16,5197,1
572,71,5223,1
573,95,5262,1
574,107,5265,1
575,91,5290,1
576,95,5302,1
577,55,5310,1
578,55,5311,1
579,113,5319,1
580,113,5325,1
581,113,5326,1
582,12,5344,1
583,12,5359,1
584,12,5385,1
585,113,5390,1
586,113,5402,1
587,113,5404,1
588,113,5409,1
589,68,5421,1
590,68,5441,1
591,113,5453,1
592,17,5459,1
593,17,5462,1
594,17,5465,1
595,17,5484,1
596,97,5535,1
597,115,5539,1
598,115,5548,1
599,94,5560,1
600,21,5590,1
601,21,5591,1
602,21,5615,1
603,21,5616,1
604,21,5644,1
605,21,5650,1
606,21,5651,1
607,21,5674,1
608,21,5677,1
609,21,5687,1
610,21,5690,1
611,21,5716,1
612,21,5720,1
613,21,5726,1
614,21,5727,1
615,114,5734,1
616,21,5740,1
617,21,5742,1
618,21,5744,1
619,55,5778,1
620,37,5783,1
621,37,5793,1
622,37,5805,1
623,37,5807,1
624,37,5809,1
625,37,5833,1
626,37,5839,1
627,37,5840,1
628,37,5882,1
629,37,5895,1
630,37,5900,1
631,37,5909,1
632,37,5914,1
633,37,5928,1
634,37,5934,1
635,69,5970,1
636,69,5972,1
637,69,5987,1
638,69,5994,1
639,69,6000,1
640,69,6010,1
641,69,6015,1
642,69,6018,1
643,69,6020,1
644,69,6021,1
645,69,6024,1
646,69,6026,1
647,69,6039,1
648,69,6041,1
649,69,6046,1
650,69,6048,1
651,69,6058,1
652,69,6059,1
653,69,6078,1
654,69,6083,1
655,69,6097,1
656,69,6101,1
657,69,6105,1
658,69,6107,1
659,69,6124,1
660,69,6127,1
661,69,6128,1
662,17,6133,1
663,17,6134,1
664,37,6140,1
665,37,6141,1
666,114,6144,1
667,114,6146,1
668,114,6150,1
669,114,6152,1
670,69,6174,1
671,55,6176,1
672,88,6187,1
673,88,6190,1
674,121,6201,1
675,121,6208,1
676,121,6225,1
677,121,6240,1
678,121,6252,1
679,121,6274,1
680,121,6277,1
681,121,6281,1
682,121,6289,1
683,121,6312,1
684,121,6334,1
685,121,6338,1
686,121,6344,1
687,121,6371,1
688,17,6384,1
689,17,6388,1
690,17,6393,1
691,17,6398,1
692,69,6436,1
693,69,6445,1
694,50,6446,1
695,17,6450,1
696,43,6470,1
697,112,6499,1
698,112,6504,1
699,112,6525,1
700,112,6531,1
701,112,6534,1
702,112,6536,1
703,112,6541,1
704,14,6552,1
705,14,6555,1
706,106,6560,1
707,106,6578,1
708,77,6593,1
709,75,6606,1
710,75,6620,1
711,6,6638,1
712,6,6641,1
713,52,6715,1
714,52,6733,1
715,52,6741,1
716,52,6749,1
717,52,6773,1
718,52,6779,1
719,69,6798,1
720,69,6799,1
721,137,6815,1
722,137,6822,1
723,137,6840,1
724,137,6853,1
725,137,6855,1
726,137,6856,1
727,137,6860,1
728,137,6864,1
729,137,6872,1
730,137,6880,1
731,137,6885,1
732,137,6891,1
733,137,6901,1
734,137,6923,1
735,137,6931,1
736,137,6933,1
737,137,6937,1
738,137,6957,1
739,137,6958,1
740,137,6960,1
741,137,6964,1
742,137,6979,1
743,137,6982,1
744,137,6987,1
745,137,7012,1
746,137,7023,1
747,137,7026,1
748,137,7041,1
749,137,7056,1
750,137,7063,1
751,137,7081,1
752,137,7087,1
753,137,7101,1
754,137,7103,1
755,84,7111,1
756,84,7118,1
757,17,7138,1
758,69,7180,1
759,69,7210,1
760,94,7221,1
761,94,7223,1
762,94,7230,1
763,72,7244,1
764,72,7252,1
765,72,7254,1
766,84,7265,1
767,246,7282,1
768,43,7289,1
769,43,7292,1
770,43,7299,1
771,76,7315,1
772,76,7322,1
773,76,7329,1
774,76,7330,1
775,76,7335,1
776,76,7347,1
777,76,7348,1
778,76,7354,1
779,76,7362,1
780,76,7401,1
781,76,7406,1
782,76,7407,1
783,76,7429,1
784,76,7434,1
785,76,7439,1
786,76,7457,1
787,76,2735,1
788,76,7513,1
789,76,7526,1
790,76,7535,1
791,76,7544,1
792,76,7545,1
793,76,7560,1
794,76,7574,1
795,76,7582,1
796,76,7589,1
797,106,7599,1
798,106,7600,1
799,106,7619,1
800,106,7620,1
801,106,7624,1
802,106,7625,1
803,106,7639,1
804,106,7643,1
805,106,7658,1
806,106,7663,1
807,106,7664,1
808,106,7666,1
809,80,7684,1
810,80,7698,1
811,80,7707,1
812,80,7711,1
813,80,7712,1
814,80,7730,1
815,80,7770,1
816,80,7775,1
817,80,7776,1
818,80,7793,1
819,80,7796,1
820,80,7803,1
821,80,7830,1
822,80,7832,1
823,80,7836,1
824,80,7852,1
825,80,7854,1
826,80,7857,1
827,80,7864,1
828,80,7884,1
829,76,7914,1
830,64,7918,1
831,55,7924,1
832,5,7926,1
833,5,7933,1
834,5,7938,1
835,137,7963,1
836,137,7982,1
837,137,7988,1
838,18,8014,1
839,18,8016,1
840,18,8025,1
841,18,8031,1
842,18,8050,1
843,18,8056,1
844,18,8060,1
845,18,8072,1
846,18,8078,1
847,18,8081,1
848,18,8089,1
849,18,8096,1
850,18,8099,1
851,18,8127,1
852,20,8148,1
853,20,8157,1
854,68,8164,1
855,68,8175,1
856,68,8187,1
857,68,8193,1
858,68,8198,1
859,68,8211,1
860,68,8218,1
861,68,8245,1
862,68,8253,1
863,68,8270,1
864,68,8290,1
865,71,8296,1
866,71,8299,1
867,71,8304,1
868,81,8311,1
869,95,8323,1
870,95,8327,1
871,81,8341,1
872,95,8346,1
873,71,8387,1
874,71,8391,1
875,71,8399,1
876,71,8407,1
877,95,8415,1
878,14,8419,1
879,14,8422,1
880,14,8425,1
881,14,8436,1
882,105,8440,1
883,105,8441,1
884,105,8455,1
885,105,8462,1
886,105,8465,1
887,105,8467,1
888,105,8486,1
889,105,8487,1
890,105,8489,1
891,105,8493,1
892,105,8504,1
893,105,8508,1
894,105,8510,1
895,107,8536,1
896,107,8538,1
897,107,8549,1
898,107,8553,1
899,107,8567,1
900,107,8576,1
901,107,8582,1
902,105,8596,1
903,28,8610,1
904,28,8611,1
905,28,8621,1
906,28,8639,1
907,107,8647,1
908,107,8648,1
909,16,8684,1
910,16,8690,1
911,16,8694,1
912,44,8713,1
913,44,8717,1
914,44,8718,1
915,4,8757,1
916,4,8767,1
917,4,8777,1
918,4,8782,1
919,4,8797,1
920,4,8801,1
921,4,8814,1
922,33,8821,1
923,33,8846,1
924,33,8850,1
925,19,8862,1
926,19,8874,1
927,19,8880,1
928,19,8883,1
929,19,8907,1
930,6,8912,1
931,6,8937,1
932,6,8938,1
933,6,8948,1
934,6,8949,1
935,6,4471,1
936,6,8952,1
937,84,8954,1
938,55,8965,1
939,69,8966,1
940,95,8983,1
941,95,8996,1
942,95,8998,1
943,95,9007,1
944,95,9014,1
945,95,9026,1
946,69,9034,1
947,69,9036,1
948,121,9052,1
949,121,9062,1
950,121,9087,1
951,121,9091,1
952,121,9093,1
953,121,9099,1
